 frequency       nfr             nfminr          rnr            
 1.00000000e+08  1.95222931e+01  8.10035072e-14  4.42918622e+03 
 1.12201845e+08  1.95202407e+01  2.72904673e-13  4.42706938e+03 
 1.25892541e+08  1.95176582e+01  0.00000000e+00  4.42440730e+03 
 1.41253754e+08  1.95144093e+01  2.06366078e-13  4.42106050e+03 
 1.58489319e+08  1.95103227e+01  0.00000000e+00  4.41685432e+03 
 1.77827941e+08  1.95051836e+01  3.66444437e-14  4.41157042e+03 
 1.99526231e+08  1.94987226e+01  8.10035072e-14  4.40493634e+03 
 2.23872114e+08  1.94906028e+01  5.97883029e-14  4.39661284e+03 
 2.51188643e+08  1.94804025e+01  0.00000000e+00  4.38617879e+03 
 2.81838293e+08  1.94675960e+01  0.00000000e+00  4.37311331e+03 
 3.16227766e+08  1.94515282e+01  4.04053208e-13  4.35677511e+03 
 3.54813389e+08  1.94313862e+01  0.00000000e+00  4.33637931e+03 
 3.98107171e+08  1.94061640e+01  0.00000000e+00  4.31097246e+03 
 4.46683592e+08  1.93746232e+01  0.00000000e+00  4.27940736e+03 
 5.01187234e+08  1.93352458e+01  0.00000000e+00  4.24032052e+03 
 5.62341325e+08  1.92861871e+01  0.00000000e+00  4.19211682e+03 
 6.30957344e+08  1.92252239e+01  0.00000000e+00  4.13296832e+03 
 7.07945784e+08  1.91496997e+01  0.00000000e+00  4.06083667e+03 
 7.94328235e+08  1.90564962e+01  1.88043856e-13  3.97353140e+03 
 8.91250938e+08  1.89420054e+01  1.99615786e-13  3.86881777e+03 
 1.00000000e+09  1.88021384e+01  0.00000000e+00  3.74458664e+03 
 1.12201845e+09  1.86323919e+01 -4.82163733e-16  3.59909261e+03 
 1.25892541e+09  1.84279609e+01  0.00000000e+00  3.43125315e+03 
 1.41253754e+09  1.81839337e+01  0.00000000e+00  3.24098004e+03 
 1.58489319e+09  1.78955726e+01  0.00000000e+00  3.02948807e+03 
 1.77827941e+09  1.75585983e+01  1.51399412e-13  2.79950358e+03 
 1.99526231e+09  1.71696311e+01  1.21505261e-13  2.55529015e+03 
 2.23872114e+09  1.67264373e+01 -1.44649120e-15  2.30243286e+03 
 2.51188643e+09  1.62282752e+01  0.00000000e+00  2.04737816e+03 
 2.81838293e+09  1.56760015e+01  0.00000000e+00  1.79679855e+03 
 3.16227766e+09  1.50720990e+01  0.00000000e+00  1.55690920e+03 
 3.54813389e+09  1.44205265e+01  4.43590635e-14  1.33288089e+03 
 3.98107171e+09  1.37264120e+01  2.89298240e-14  1.12845979e+03 
 4.46683592e+09  1.29958865e+01  0.00000000e+00  9.45838517e+02 
 5.01187234e+09  1.22356794e+01  4.33947360e-14  7.85753219e+02 
 5.62341325e+09  1.14529589e+01  1.15719296e-14  6.47736205e+02 
 6.30957344e+09  1.06551140e+01  0.00000000e+00  5.30440274e+02 
 7.07945784e+09  9.84928604e+00  0.00000000e+00  4.31963867e+02 
 7.94328235e+09  9.04314992e+00  0.00000000e+00  3.50131229e+02 
 8.91250938e+09  8.24413635e+00  6.75029227e-15  2.82707037e+02 
 1.00000000e+10  7.45963497e+00 -4.82163733e-16  2.27543783e+02 
 1.12201845e+10  6.69713121e+00  1.44649120e-14  1.82671011e+02 
 1.25892541e+10  5.96353561e+00  1.15719296e-14  1.46339767e+02 
 1.41253754e+10 -nan -nan  1.17035640e+02 
 1.58489319e+10  4.60966874e+00  0.00000000e+00  9.34717586e+01 
 1.77827941e+10  4.00158722e+00  5.78596480e-15  7.45703254e+01 
 1.99526231e+10  3.44433379e+00  0.00000000e+00  5.94387543e+01 
